batting_team,bowling_team,venue,current_score,is_powerplay,balls_left,wickets_left,current_run_rate,Top_Order,Middle_Order,Lower_Order,Tail,last_five,Death_Overs,final_score
Sri Lanka,England,St Lucia,43,0,72,7,5.375,0,1,0,0,23,0,128
England,Pakistan,Dubai,81,0,47,7,6.65753424657534,0,1,0,0,37,0,160
Australia,West Indies,Hobart,129,0,27,5,8.32258064516129,0,0,1,0,28,1,179
West Indies,India,Lauderhill,91,0,79,10,13.3170731707317,1,0,0,0,69,0,245
Bangladesh,West Indies,Lauderhill,130,0,34,6,9.06976744186047,0,0,1,0,33,0,184
Sri Lanka,South Africa,Chittagong,43,1,89,8,8.32258064516129,0,1,0,0,34,0,165
Pakistan,New Zealand,Abu Dhabi,91,0,38,7,6.65853658536585,0,1,0,0,41,0,148
Pakistan,England,Manchester,160,0,17,7,9.32038834951456,0,1,0,0,50,1,190
England,West Indies,Trinidad,114,0,21,4,6.90909090909091,0,0,0,1,28,1,121
South Africa,Australia,Cape Town,56,0,67,8,6.33962264150943,0,1,0,0,40,0,146
Pakistan,West Indies,Karachi,122,0,42,8,9.38461538461539,0,1,0,0,47,0,203
Sri Lanka,England,Chittagong,117,0,36,9,8.35714285714286,1,0,0,0,56,0,189
Sri Lanka,Australia,Cape Town,77,0,30,3,5.13333333333333,0,0,0,1,33,0,101
New Zealand,Sri Lanka,Auckland,102,0,31,4,6.87640449438202,0,0,0,1,45,0,179
India,West Indies,Mumbai,137,0,47,9,11.2602739726027,1,0,0,0,52,0,240
West Indies,India,Mirpur,30,0,83,10,4.86486486486487,1,0,0,0,27,0,129
England,India,Birmingham,45,1,85,8,7.71428571428571,0,1,0,0,34,0,180
Bangladesh,Pakistan,Cape Town,130,0,17,3,7.57281553398058,0,0,0,1,28,1,140
Bangladesh,Sri Lanka,Colombo,139,0,25,7,8.77894736842105,0,1,0,0,34,1,176
Sri Lanka,Pakistan,Mirpur,56,0,71,10,6.85714285714286,1,0,0,0,43,0,150
Australia,Sri Lanka,Sydney,118,0,17,7,6.87378640776699,0,1,0,0,46,1,137
South Africa,Sri Lanka,Centurion,39,1,84,9,6.5,1,0,0,0,32,0,180
West Indies,Bangladesh,Mirpur,77,0,49,8,6.50704225352113,0,1,0,0,27,0,132
West Indies,Australia,Colombo,100,0,43,8,7.79220779220779,0,1,0,0,41,0,205
India,Afghanistan,Colombo,147,0,5,6,7.6695652173913,0,0,1,0,38,1,159
England,Pakistan,Bristol,59,0,61,6,6,0,0,1,0,20,0,144
Bangladesh,New Zealand,Hamilton,72,0,22,2,4.40816326530612,0,0,0,1,19,1,78
India,South Africa,Centurion,78,0,62,7,8.06896551724138,0,1,0,0,33,0,188
Afghanistan,West Indies,Lucknow,114,0,24,6,7.125,0,0,1,0,43,1,156
Bangladesh,Sri Lanka,Mirpur,90,0,36,7,6.42857142857143,0,1,0,0,37,0,147
Australia,Sri Lanka,Adelaide,170,0,34,9,11.8604651162791,1,0,0,0,74,0,233
New Zealand,England,Hamilton,54,1,85,10,9.25714285714286,1,0,0,0,45,0,192
New Zealand,England,London,161,0,26,8,10.2765957446809,0,1,0,0,48,1,201
Australia,India,Sydney,105,0,30,6,7,0,0,1,0,29,0,164
England,India,London,145,0,3,4,7.43589743589744,0,0,0,1,45,1,153
New Zealand,Australia,Wellington,40,0,70,7,4.8,0,1,0,0,31,0,118
Bangladesh,New Zealand,Napier,75,0,40,5,5.625,0,0,1,0,20,0,141
Australia,Pakistan,Harare,146,0,24,7,9.125,0,1,0,0,44,1,183
Pakistan,England,Cardiff,114,0,40,8,8.55,0,1,0,0,50,0,173
England,West Indies,Kolkata,23,1,90,7,4.6,0,1,0,0,23,0,155
New Zealand,India,Hamilton,196,0,8,6,10.5,0,0,1,0,56,1,212
West Indies,India,Lauderhill,133,0,11,1,7.32110091743119,0,0,0,1,33,1,143
South Africa,England,Cape Town,55,0,71,7,6.73469387755102,0,1,0,0,28,0,154
West Indies,Pakistan,Barbados,49,0,54,4,4.45454545454545,0,0,0,1,14,0,111
Pakistan,New Zealand,Auckland,187,0,10,8,10.2,0,1,0,0,56,1,201
New Zealand,Sri Lanka,Pallekele,55,0,78,10,7.85714285714286,1,0,0,0,50,0,174
Sri Lanka,South Africa,Cape Town,82,0,38,5,6,0,0,1,0,22,0,134
South Africa,Australia,Brisbane,71,0,47,7,5.83561643835617,0,1,0,0,30,0,157
Sri Lanka,England,Pallekele,96,0,42,7,7.38461538461539,0,1,0,0,39,0,169
Pakistan,West Indies,Karachi,162,0,10,5,8.83636363636364,0,0,1,0,38,1,203
England,Australia,Cardiff,84,0,49,8,7.09859154929578,0,1,0,0,48,0,182
South Africa,New Zealand,Auckland,138,0,31,7,9.30337078651685,0,1,0,0,40,0,185
Pakistan,England,Barbados,77,0,58,8,7.45161290322581,0,1,0,0,36,0,147
New Zealand,England,Wellington,123,0,34,5,8.58139534883721,0,0,1,0,38,0,176
India,Bangladesh,Nottingham,105,0,40,9,7.875,1,0,0,0,41,0,180
Australia,India,Melbourne,71,0,58,6,6.87096774193548,0,0,1,0,31,0,131
Pakistan,New Zealand,Dubai,133,0,12,5,7.38888888888889,0,0,1,0,30,1,153
Sri Lanka,Pakistan,Lahore,104,0,50,8,8.91428571428571,0,1,0,0,45,0,182
Sri Lanka,Pakistan,Lahore,172,0,3,4,8.82051282051282,0,0,0,1,37,1,182
Pakistan,South Africa,Centurion,52,0,82,8,8.21052631578947,0,1,0,0,43,0,168
Sri Lanka,Pakistan,Dubai,68,0,68,10,7.84615384615385,1,0,0,0,39,0,211
England,New Zealand,Manchester,52,1,88,9,9.75,1,0,0,0,52,0,191
West Indies,New Zealand,Pallekele,116,0,24,4,7.25,0,0,0,1,27,1,139
Australia,India,Sydney,91,0,60,8,9.1,0,1,0,0,36,0,194
Australia,England,Hobart,106,0,56,9,9.9375,1,0,0,0,54,0,213
West Indies,New Zealand,Lauderhill,165,0,14,8,9.33962264150943,0,1,0,0,57,1,209
Australia,New Zealand,Sydney,104,0,31,6,7.01123595505618,0,0,1,0,38,0,150
Sri Lanka,Bangladesh,Colombo,163,0,21,6,9.87878787878788,0,0,1,0,41,1,214
Australia,Pakistan,Melbourne,45,1,87,9,8.18181818181818,1,0,0,0,41,0,127
New Zealand,Bangladesh,Mount Maunganui,52,0,64,7,5.57142857142857,0,1,0,0,18,0,194
New Zealand,Pakistan,Wellington,106,0,47,7,8.71232876712329,0,1,0,0,43,0,196
South Africa,England,Centurion,62,1,87,10,11.2727272727273,1,0,0,0,57,0,222
Sri Lanka,Pakistan,Colombo,114,0,17,8,6.64077669902913,0,1,0,0,33,1,139
India,England,Cardiff,113,0,15,5,6.45714285714286,0,0,1,0,33,1,148
England,India,London,116,0,21,7,7.03030303030303,0,1,0,0,38,1,153
Australia,Sri Lanka,Melbourne,153,0,7,5,8.12389380530973,0,0,1,0,52,1,168
Australia,South Africa,Johannesburg,60,0,70,8,7.2,0,1,0,0,44,0,166
Australia,Pakistan,Dubai,56,0,45,5,4.48,0,0,1,0,16,0,89
Pakistan,Bangladesh,Mirpur,90,0,37,7,6.50602409638554,0,1,0,0,40,0,141
Bangladesh,India,Rajkot,104,0,41,6,7.89873417721519,0,0,1,0,39,0,153
Bangladesh,West Indies,St Kitts,92,0,26,3,5.87234042553192,0,0,0,1,25,1,118
Australia,Pakistan,Dubai,68,0,35,5,4.8,0,0,1,0,17,0,89
Australia,South Africa,Johannesburg,34,0,74,8,4.43478260869565,0,1,0,0,27,0,147
England,Pakistan,Dubai,38,1,86,9,6.70588235294118,1,0,0,0,36,0,148
Australia,Pakistan,Johannesburg,150,0,18,6,8.82352941176471,0,0,1,0,51,1,164
West Indies,England,London,149,0,32,6,10.1590909090909,0,0,1,0,52,0,208
Sri Lanka,New Zealand,Chittagong,74,0,46,6,6,0,0,1,0,27,0,119
New Zealand,England,Manchester,23,1,89,8,4.45161290322581,0,1,0,0,23,0,123
New Zealand,West Indies,Auckland,50,0,81,8,7.69230769230769,0,1,0,0,40,0,155
India,West Indies,Mumbai,151,0,17,8,8.79611650485437,0,1,0,0,51,1,192
Bangladesh,Australia,Cape Town,73,0,48,8,6.08333333333333,0,1,0,0,32,0,123
India,Pakistan,Bangalore,88,0,46,9,7.13513513513514,1,0,0,0,37,0,133
New Zealand,Sri Lanka,Pallekele,47,0,77,8,6.55813953488372,0,1,0,0,35,0,142
England,Australia,Southampton,111,0,29,6,7.31868131868132,0,0,1,0,36,1,145
New Zealand,Bangladesh,Mount Maunganui,178,0,12,5,9.88888888888889,0,0,1,0,43,1,195
India,West Indies,Mumbai,162,0,11,8,8.91743119266055,0,1,0,0,48,1,192
England,New Zealand,Hamilton,148,0,18,6,8.70588235294118,0,0,1,0,31,1,194
Pakistan,India,Mirpur,75,0,49,7,6.33802816901409,0,1,0,0,37,0,130
Sri Lanka,Bangladesh,Pallekele,112,0,37,6,8.09638554216867,0,0,1,0,32,0,198
England,Australia,Southampton,118,0,31,5,7.95505617977528,0,0,1,0,27,0,179
New Zealand,Pakistan,Wellington,113,0,44,6,8.92105263157895,0,0,1,0,48,0,196
New Zealand,Sri Lanka,Wellington,121,0,43,7,9.42857142857143,0,1,0,0,39,0,162
England,India,Bristol,140,0,37,7,10.1204819277108,0,1,0,0,43,0,198
South Africa,Bangladesh,Mirpur,130,0,24,7,8.125,0,1,0,0,28,1,169
Pakistan,Australia,Colombo,132,0,10,6,7.2,0,0,1,0,36,1,149
South Africa,New Zealand,London,109,0,14,4,6.16981132075472,0,0,0,1,44,1,128
New Zealand,Sri Lanka,Lauderhill,94,0,22,4,5.75510204081633,0,0,0,1,34,1,120
England,India,London,113,0,24,7,7.0625,0,1,0,0,38,1,153
South Africa,Pakistan,Johannesburg,165,0,5,7,8.60869565217391,0,1,0,0,51,1,188
Pakistan,West Indies,Karachi,56,1,84,9,9.33333333333333,1,0,0,0,43,0,203
England,New Zealand,Christchurch,165,0,16,6,9.51923076923077,0,0,1,0,57,1,193
Pakistan,New Zealand,Hamilton,56,0,64,8,6,0,1,0,0,27,0,168
Sri Lanka,Pakistan,Abu Dhabi,99,0,29,9,6.52747252747253,1,0,0,0,31,1,124
Australia,Sri Lanka,Adelaide,57,1,84,10,9.5,1,0,0,0,46,0,233
South Africa,Sri Lanka,Hambantota,141,0,11,8,7.76146788990826,0,1,0,0,40,1,163
West Indies,Bangladesh,Mirpur,105,0,25,7,6.63157894736842,0,1,0,0,35,1,132
Sri Lanka,India,Mumbai,111,0,16,4,6.40384615384615,0,0,0,1,28,1,135
Sri Lanka,Australia,Melbourne,104,0,30,6,6.93333333333333,0,0,1,0,39,0,142
Bangladesh,India,Mirpur,83,0,40,5,6.225,0,0,1,0,36,0,138
England,South Africa,Barbados,80,0,63,9,8.42105263157895,1,0,0,0,37,0,168
West Indies,Australia,Colombo,185,0,4,4,9.56896551724138,0,0,0,1,60,1,191
Sri Lanka,Pakistan,London,146,0,4,5,7.55172413793104,0,0,1,0,33,1,150
Pakistan,India,Colombo,115,0,11,2,6.3302752293578,0,0,0,1,22,1,128
England,India,Bristol,122,0,45,8,9.76,0,1,0,0,28,0,198
India,New Zealand,Christchurch,132,0,13,3,7.4018691588785,0,0,0,1,32,1,162
South Africa,England,Cape Town,53,0,75,7,7.06666666666667,0,1,0,0,30,0,154
Pakistan,Sri Lanka,Hambantota,35,0,64,7,3.75,0,1,0,0,19,0,122
England,India,Manchester,110,0,34,5,7.67441860465116,0,0,1,0,34,0,159
Sri Lanka,Pakistan,London,89,0,52,8,7.85294117647059,0,1,0,0,22,0,150
Sri Lanka,Australia,Cape Town,60,0,48,3,5,0,0,0,1,32,0,101
South Africa,Australia,Melbourne,56,0,52,7,4.94117647058824,0,1,0,0,15,0,101
South Africa,Australia,Melbourne,52,0,57,7,4.95238095238095,0,1,0,0,22,0,101
South Africa,New Zealand,Chittagong,117,0,23,6,7.23711340206186,0,0,1,0,50,1,170
Pakistan,New Zealand,Pallekele,110,0,48,9,9.16666666666667,1,0,0,0,49,0,177
England,Australia,Cape Town,95,0,45,6,7.6,0,0,1,0,46,0,135
New Zealand,South Africa,Durban,86,0,10,0,4.69090909090909,0,0,0,1,24,1,86
South Africa,West Indies,Nagpur,58,0,58,5,5.61290322580645,0,0,1,0,22,0,122
England,New Zealand,Auckland,203,0,3,3,10.4102564102564,0,0,0,1,39,1,214
New Zealand,Bangladesh,Pallekele,90,0,51,9,7.82608695652174,1,0,0,0,47,0,191
Afghanistan,West Indies,St Kitts,56,0,71,8,6.85714285714286,0,1,0,0,27,0,146
New Zealand,England,Wellington,76,0,51,7,6.60869565217391,0,1,0,0,40,0,139
India,South Africa,Durban,98,0,29,6,6.46153846153846,0,0,1,0,37,1,153
England,Australia,Birmingham,120,0,59,8,11.8032786885246,0,1,0,0,56,0,221
New Zealand,Sri Lanka,Pallekele,25,0,67,5,2.83018867924528,0,0,1,0,14,0,74
New Zealand,West Indies,Mount Maunganui,57,1,87,10,10.3636363636364,1,0,0,0,52,0,243
Australia,England,Barbados,22,1,92,7,4.71428571428571,0,1,0,0,20,0,147
West Indies,Pakistan,Karachi,140,0,5,5,7.30434782608696,0,0,1,0,50,1,153
Pakistan,West Indies,Trinidad,108,0,28,6,7.04347826086957,0,0,1,0,29,1,137
New Zealand,England,Hamilton,170,0,7,5,9.02654867256637,0,0,1,0,46,1,192
India,Sri Lanka,St Lucia,83,0,63,9,8.73684210526316,1,0,0,0,48,0,163
Sri Lanka,South Africa,Delhi,99,0,23,3,6.12371134020619,0,0,0,1,19,1,120
Pakistan,South Africa,Abu Dhabi,84,0,44,5,6.63157894736842,0,0,1,0,38,0,119
New Zealand,England,Manchester,33,1,85,8,5.65714285714286,0,1,0,0,32,0,123
South Africa,Bangladesh,Mirpur,148,0,0,6,7.4,0,0,1,0,43,1,148
South Africa,Sri Lanka,Hambantota,72,0,51,7,6.26086956521739,0,1,0,0,39,0,145
England,Pakistan,Abu Dhabi,84,0,31,6,5.66292134831461,0,0,1,0,22,0,129
South Africa,India,Nottingham,82,0,40,8,6.15,0,1,0,0,23,0,130
West Indies,Pakistan,Mirpur,74,0,47,6,6.08219178082192,0,0,1,0,29,0,166
South Africa,Pakistan,Johannesburg,44,0,79,10,6.4390243902439,1,0,0,0,40,0,188
New Zealand,West Indies,Auckland,62,0,71,8,7.59183673469388,0,1,0,0,30,0,189
Bangladesh,Australia,Cape Town,108,0,19,4,6.41584158415842,0,0,0,1,35,1,123
England,South Africa,Cape Town,81,0,43,4,6.31168831168831,0,0,0,1,27,0,134
West Indies,South Africa,Johannesburg,123,0,5,3,6.41739130434783,0,0,0,1,44,1,131
England,West Indies,Barbados,39,0,72,7,4.875,0,1,0,0,24,0,152
New Zealand,India,Auckland,62,1,83,10,10.0540540540541,1,0,0,0,49,0,203
Sri Lanka,Australia,Melbourne,34,1,90,8,6.8,0,1,0,0,32,0,142
Bangladesh,Pakistan,Pallekele,61,0,83,8,9.89189189189189,0,1,0,0,48,0,175
India,West Indies,Lucknow,51,0,82,10,8.05263157894737,1,0,0,0,45,0,195
South Africa,New Zealand,Johannesburg,48,1,89,10,9.29032258064516,1,0,0,0,44,0,133
England,Australia,Southampton,55,1,84,9,9.16666666666667,1,0,0,0,47,0,162
West Indies,Australia,Colombo,164,0,13,5,9.19626168224299,0,0,1,0,53,1,191
Pakistan,West Indies,Karachi,96,0,56,9,9,1,0,0,0,46,0,205
Bangladesh,Pakistan,Lahore,128,0,7,5,6.79646017699115,0,0,1,0,32,1,141
England,Afghanistan,Colombo,83,0,48,8,6.91666666666667,0,1,0,0,27,0,196
England,New Zealand,Hamilton,118,0,46,7,9.56756756756757,0,1,0,0,59,0,194
Australia,England,Southampton,133,0,50,8,11.4,0,1,0,0,63,0,248
Pakistan,South Africa,Nottingham,113,0,35,7,7.97647058823529,0,1,0,0,47,0,149
New Zealand,Sri Lanka,Colombo,122,0,14,6,6.90566037735849,0,0,1,0,33,1,141
South Africa,New Zealand,Auckland,171,0,11,5,9.41284403669725,0,0,1,0,53,1,185
Australia,Pakistan,Dubai,87,0,7,2,4.61946902654867,0,0,0,1,21,1,89
England,Pakistan,Bristol,81,0,48,6,6.75,0,0,1,0,37,0,144
South Africa,New Zealand,Wellington,39,0,83,7,6.32432432432432,0,1,0,0,35,0,147
New Zealand,Pakistan,Dubai,38,0,79,7,5.5609756097561,0,1,0,0,27,0,135
Sri Lanka,India,Mirpur,97,0,26,6,6.19148936170213,0,0,1,0,40,1,138
England,Australia,Birmingham,72,0,83,10,11.6756756756757,1,0,0,0,59,0,221
Sri Lanka,India,Colombo,97,0,55,7,8.95384615384615,0,1,0,0,37,0,170
West Indies,South Africa,Johannesburg,95,0,19,4,5.64356435643564,0,0,0,1,37,1,131
New Zealand,South Africa,Durban,140,0,11,4,7.70642201834862,0,0,0,1,34,1,151
India,South Africa,St Lucia,112,0,29,8,7.38461538461539,0,1,0,0,41,1,186
Australia,Pakistan,Johannesburg,99,0,47,6,8.13698630136986,0,0,1,0,24,0,164
South Africa,Bangladesh,Johannesburg,87,0,62,7,9,0,1,0,0,38,0,118
Australia,New Zealand,Perth,113,0,39,7,8.37037037037037,0,1,0,0,48,0,186
Pakistan,England,Barbados,76,0,59,8,7.47540983606557,0,1,0,0,36,0,147
New Zealand,Pakistan,Cape Town,130,0,5,2,6.78260869565217,0,0,0,1,35,1,143
Pakistan,England,Manchester,139,0,27,7,8.96774193548387,0,1,0,0,45,1,190
Pakistan,India,Kolkata,51,0,59,8,5.01639344262295,0,1,0,0,26,0,118
South Africa,England,Cape Town,96,0,38,7,7.02439024390244,0,1,0,0,34,0,191
Pakistan,England,Dubai,128,0,10,5,6.98181818181818,0,0,1,0,46,1,144
India,England,Nagpur,56,0,75,9,7.46666666666667,1,0,0,0,41,0,144
West Indies,New Zealand,Pallekele,136,0,10,2,7.41818181818182,0,0,0,1,34,1,139
New Zealand,England,London,104,0,60,9,10.4,1,0,0,0,51,0,201
New Zealand,Sri Lanka,Colombo,143,0,21,7,8.66666666666667,0,1,0,0,49,1,170
England,India,London,142,0,6,5,7.47368421052632,0,0,1,0,45,1,153
Pakistan,New Zealand,Auckland,107,0,47,8,8.79452054794521,0,1,0,0,45,0,201
Australia,India,Brisbane,141,0,29,7,9.2967032967033,0,1,0,0,58,1,158
Afghanistan,Sri Lanka,Kolkata,68,0,44,6,5.36842105263158,0,0,1,0,24,0,153
Pakistan,Australia,St Lucia,32,1,89,10,6.19354838709677,1,0,0,0,32,0,191
England,New Zealand,Napier,223,0,7,8,11.8407079646018,0,1,0,0,71,1,241
Pakistan,South Africa,Centurion,173,0,14,5,9.79245283018868,0,0,1,0,38,1,195
India,Sri Lanka,Pune,40,0,83,7,6.48648648648649,0,1,0,0,35,0,101
Australia,Sri Lanka,Sydney,55,0,64,7,5.89285714285714,0,1,0,0,28,0,137
West Indies,Bangladesh,Mirpur,57,0,66,10,6.33333333333333,1,0,0,0,26,0,171
New Zealand,England,Hamilton,96,0,53,9,8.59701492537313,1,0,0,0,38,0,192
Bangladesh,India,Mirpur,90,0,30,5,6,0,0,1,0,34,0,138
West Indies,Australia,Barbados,156,0,9,2,8.43243243243243,0,0,0,1,27,1,160
West Indies,Pakistan,Trinidad,73,0,48,7,6.08333333333333,0,1,0,0,23,0,124
New Zealand,Australia,Wellington,49,0,60,7,4.9,0,1,0,0,31,0,118
Sri Lanka,Bangladesh,Colombo,111,0,23,5,6.8659793814433,0,0,1,0,47,1,159
Pakistan,England,Dubai,73,0,57,6,6.95238095238095,0,0,1,0,26,0,144
Bangladesh,West Indies,Lauderhill,48,0,74,7,6.26086956521739,0,1,0,0,29,0,171
Sri Lanka,India,Colombo,73,0,70,7,8.76,0,1,0,0,29,0,170
England,Australia,Melbourne,55,0,80,7,8.25,0,1,0,0,41,0,130
New Zealand,England,Delhi,54,0,79,9,7.90243902439024,1,0,0,0,37,0,153
India,Sri Lanka,Pune,61,1,87,10,11.0909090909091,1,0,0,0,58,0,201
England,Pakistan,Dubai,38,1,85,9,6.51428571428571,1,0,0,0,34,0,148
Sri Lanka,England,Pallekele,107,0,34,7,7.46511627906977,0,1,0,0,38,0,169
England,Australia,Hobart,81,0,69,8,9.52941176470588,0,1,0,0,44,0,155
England,India,Bristol,94,0,72,9,11.75,1,0,0,0,65,0,198
West Indies,Bangladesh,Mirpur,164,0,7,6,8.70796460176991,0,0,1,0,50,1,197
New Zealand,West Indies,Auckland,39,1,86,8,6.88235294117647,0,1,0,0,32,0,155
Pakistan,Sri Lanka,Colombo,138,0,24,6,8.625,0,0,1,0,48,1,172
South Africa,Sri Lanka,Johannesburg,77,0,56,9,7.21875,1,0,0,0,40,0,198
India,West Indies,Lucknow,184,0,3,8,9.43589743589744,0,1,0,0,56,1,195
Afghanistan,West Indies,Lucknow,149,0,8,3,7.98214285714286,0,0,0,1,51,1,156
South Africa,Australia,Brisbane,60,0,59,7,5.9016393442623,0,1,0,0,26,0,157
Australia,India,Brisbane,88,0,50,7,7.54285714285714,0,1,0,0,46,0,158
West Indies,New Zealand,Lauderhill,76,0,57,9,7.23809523809524,1,0,0,0,37,0,209
England,Australia,Southampton,76,0,58,8,7.35483870967742,0,1,0,0,51,0,145
India,Sri Lanka,Pallekele,38,1,90,9,7.6,1,0,0,0,38,0,155
Sri Lanka,Australia,Melbourne,47,0,77,8,6.55813953488372,0,1,0,0,32,0,142
South Africa,West Indies,Johannesburg,127,0,54,7,11.5454545454545,0,1,0,0,58,0,231
Pakistan,Australia,Harare,22,1,86,7,3.88235294117647,0,1,0,0,22,0,116
New Zealand,England,Manchester,59,0,60,7,5.9,0,1,0,0,40,0,123
Pakistan,Australia,Harare,105,0,46,8,8.51351351351351,0,1,0,0,47,0,194
New Zealand,England,Christchurch,51,0,76,8,6.95454545454545,0,1,0,0,46,0,153
Pakistan,New Zealand,Auckland,88,0,50,7,7.54285714285714,0,1,0,0,35,0,171
Sri Lanka,Pakistan,Lahore,69,0,64,6,7.39285714285714,0,0,1,0,40,0,147
South Africa,India,Johannesburg,45,0,71,6,5.51020408163265,0,0,1,0,26,0,126
England,Pakistan,London,53,1,89,9,10.258064516129,1,0,0,0,53,0,185
West Indies,India,Kolkata,56,0,46,5,4.54054054054054,0,0,1,0,19,0,109
England,Afghanistan,Colombo,78,0,55,8,7.2,0,1,0,0,30,0,196
England,India,Pune,92,0,56,8,8.625,0,1,0,0,45,0,157
Pakistan,South Africa,Centurion,120,0,50,8,10.2857142857143,0,1,0,0,58,0,195
England,Pakistan,Dubai,109,0,39,7,8.07407407407407,0,1,0,0,47,0,172
West Indies,Bangladesh,Johannesburg,59,0,68,9,6.80769230769231,1,0,0,0,35,0,164
India,South Africa,St Lucia,42,0,73,8,5.36170212765957,0,1,0,0,28,0,186
New Zealand,Australia,Auckland,67,0,83,10,10.8648648648649,1,0,0,0,48,0,243
New Zealand,West Indies,Mount Maunganui,59,0,76,8,8.04545454545455,0,1,0,0,44,0,238
West Indies,Bangladesh,Dhaka,141,0,44,6,11.1315789473684,0,0,1,0,34,0,190
Bangladesh,India,Colombo,136,0,3,2,6.97435897435897,0,0,0,1,29,1,139
India,New Zealand,Christchurch,115,0,28,3,7.5,0,0,0,1,30,1,162
West Indies,England,London,113,0,42,7,8.69230769230769,0,1,0,0,55,0,169
India,Sri Lanka,St Lucia,48,1,85,9,8.22857142857143,1,0,0,0,40,0,163
Sri Lanka,West Indies,London,86,0,39,7,6.37037037037037,0,1,0,0,23,0,158
England,Australia,Cape Town,31,1,87,9,5.63636363636364,1,0,0,0,30,0,135
Sri Lanka,India,Colombo,145,0,14,4,8.20754716981132,0,0,0,1,28,1,152
Pakistan,West Indies,Trinidad,82,0,35,6,5.78823529411765,0,0,1,0,37,0,132
England,Sri Lanka,Bristol,44,0,79,8,6.4390243902439,0,1,0,0,39,0,136
Sri Lanka,India,Chandigarh,95,0,69,8,11.1764705882353,0,1,0,0,48,0,206
Pakistan,Australia,Birmingham,124,0,33,5,8.55172413793103,0,0,1,0,57,0,167
Bangladesh,Sri Lanka,Colombo,78,0,75,9,10.4,1,0,0,0,55,0,176
India,West Indies,London,74,0,40,6,5.55,0,0,1,0,26,0,153
South Africa,Pakistan,Johannesburg,73,0,54,9,6.63636363636364,1,0,0,0,29,0,188
Pakistan,England,Barbados,61,0,71,9,7.46938775510204,1,0,0,0,33,0,147
Pakistan,New Zealand,Auckland,144,0,21,6,8.72727272727273,0,0,1,0,56,1,171
West Indies,India,Mirpur,84,0,21,6,5.09090909090909,0,0,1,0,30,1,129
India,England,Cardiff,79,0,47,7,6.49315068493151,0,1,0,0,43,0,148
Bangladesh,Sri Lanka,Colombo,57,1,89,8,11.0322580645161,0,1,0,0,52,0,155
Bangladesh,India,Mirpur,131,0,3,3,6.71794871794872,0,0,0,1,45,1,138
Sri Lanka,Pakistan,London,64,0,55,6,5.90769230769231,0,0,1,0,31,0,138
India,Bangladesh,Bangalore,146,0,0,3,7.3,0,0,0,1,34,1,146
India,Bangladesh,Delhi,95,0,29,6,6.26373626373626,0,0,1,0,25,0,148
England,Australia,Hobart,124,0,32,5,8.45454545454546,0,0,1,0,28,0,155
England,Australia,Southampton,143,0,18,5,8.41176470588235,0,0,1,0,38,1,179
West Indies,Pakistan,Mirpur,41,0,79,8,6,0,1,0,0,31,0,166
West Indies,Bangladesh,Johannesburg,85,0,53,9,7.61194029850746,1,0,0,0,52,0,164
Sri Lanka,Bangladesh,Colombo,108,0,26,5,6.8936170212766,0,0,1,0,50,1,159
West Indies,Pakistan,Trinidad,82,0,31,4,5.52808988764045,0,0,0,1,27,0,124
India,Australia,Adelaide,73,0,68,8,8.42307692307692,0,1,0,0,33,0,188
West Indies,New Zealand,Wellington,155,0,3,5,7.94871794871795,0,0,1,0,54,1,159
Bangladesh,West Indies,Lauderhill,86,0,46,7,6.97297297297297,0,1,0,0,38,0,171
South Africa,Bangladesh,Mirpur,134,0,17,7,7.80582524271845,0,1,0,0,29,1,169
England,New Zealand,Christchurch,61,1,89,10,11.8064516129032,1,0,0,0,60,0,193
Bangladesh,India,Rajkot,107,0,35,6,7.55294117647059,0,0,1,0,31,0,153
India,Australia,Mirpur,40,1,86,9,7.05882352941176,1,0,0,0,33,0,159
New Zealand,England,Wellington,62,0,64,9,6.64285714285714,1,0,0,0,43,0,139
Sri Lanka,Pakistan,Lahore,150,0,18,7,8.82352941176471,0,1,0,0,50,1,165
New Zealand,England,Manchester,33,1,84,8,5.5,0,1,0,0,32,0,123
Pakistan,Sri Lanka,Colombo,126,0,29,6,8.30769230769231,0,0,1,0,49,1,172
Sri Lanka,India,Colombo,66,0,75,8,8.8,0,1,0,0,38,0,152
South Africa,England,Centurion,197,0,10,6,10.7454545454545,0,0,1,0,52,1,222
West Indies,South Africa,Johannesburg,124,0,4,3,6.41379310344828,0,0,0,1,45,1,131
Australia,Pakistan,Harare,170,0,10,5,9.27272727272727,0,0,1,0,56,1,183
South Africa,England,Cape Town,155,0,11,7,8.53211009174312,0,1,0,0,60,1,191
Pakistan,Australia,Colombo,38,0,77,8,5.30232558139535,0,1,0,0,30,0,149
India,South Africa,Durban,109,0,41,7,8.27848101265823,0,1,0,0,39,0,168
England,Australia,Melbourne,130,0,1,3,6.5546218487395,0,0,0,1,34,1,130
Afghanistan,West Indies,Lucknow,106,0,30,6,7.06666666666667,0,0,1,0,41,0,156
India,Sri Lanka,Colombo,142,0,21,7,8.60606060606061,0,1,0,0,43,1,174
West Indies,New Zealand,Lauderhill,165,0,17,8,9.61165048543689,0,1,0,0,64,1,209
South Africa,West Indies,Nagpur,89,0,32,5,6.06818181818182,0,0,1,0,38,0,122
New Zealand,Bangladesh,Mount Maunganui,46,0,71,7,5.63265306122449,0,1,0,0,26,0,194
